expiration,strike,premium,bid,ask,lastPrice,volume,openInterest,used_fallback,premium_to_strike
2026-08-25,675.0,0.01,0.0,0.0,0.01,5665.0,2746.0,True,1.4814814814814815e-05
2026-08-25,676.0,0.02,0.0,0.0,0.02,3273.0,1699.0,True,2.9585798816568047e-05
2026-08-25,677.0,0.02,0.0,0.0,0.02,2235.0,1654.0,True,2.9542097488921713e-05
2026-08-25,678.0,0.03,0.0,0.0,0.03,1329.0,1266.0,True,4.424778761061947e-05
2026-08-25,679.0,0.02,0.0,0.0,0.02,357.0,343.0,True,2.9455081001472753e-05
2026-08-25,680.0,0.03,0.0,0.0,0.03,1869.0,2625.0,True,4.4117647058823526e-05
2026-08-25,681.0,0.03,0.0,0.0,0.03,1473.0,1259.0,True,4.4052863436123345e-05
2026-08-25,682.0,0.03,0.0,0.0,0.03,901.0,787.0,True,4.398826979472141e-05
2026-08-25,683.0,0.03,0.0,0.0,0.03,1850.0,1473.0,True,4.392386530014641e-05
2026-08-25,684.0,0.03,0.0,0.0,0.03,1154.0,1016.0,True,4.3859649122807014e-05
2026-08-25,685.0,0.03,0.0,0.0,0.03,1351.0,2325.0,True,4.37956204379562e-05
2026-08-25,686.0,0.04,0.0,0.0,0.04,2885.0,2308.0,True,5.830903790087464e-05
2026-08-25,687.0,0.06,0.0,0.0,0.06,2815.0,2066.0,True,8.733624454148471e-05
2026-08-25,688.0,0.07,0.0,0.0,0.07,3959.0,2587.0,True,0.00010174418604651163
2026-08-25,689.0,0.07,0.0,0.0,0.07,4888.0,3214.0,True,0.00010159651669085633
2026-08-25,690.0,0.09,0.0,0.0,0.09,27795.0,10326.0,True,0.00013043478260869564
2026-08-25,691.0,0.11,0.0,0.0,0.11,6835.0,4665.0,True,0.00015918958031837916
2026-08-25,692.0,0.13,0.0,0.0,0.13,4897.0,2179.0,True,0.0001878612716763006
2026-08-25,693.0,0.16,0.0,0.0,0.16,3135.0,1900.0,True,0.00023088023088023088
2026-08-25,694.0,0.19,0.0,0.0,0.19,2960.0,1710.0,True,0.0002737752161383285
2026-08-25,695.0,0.24,0.0,0.0,0.24,9064.0,4740.0,True,0.0003453237410071942
2026-08-25,696.0,0.29,0.0,0.0,0.29,5064.0,1728.0,True,0.00041666666666666664
2026-08-25,697.0,0.34,0.0,0.0,0.34,5951.0,3264.0,True,0.00048780487804878054
2026-08-25,698.0,0.44,0.0,0.0,0.44,10574.0,5523.0,True,0.0006303724928366762
2026-08-25,699.0,0.54,0.0,0.0,0.54,7635.0,2556.0,True,0.0007725321888412017
2026-08-25,700.0,0.66,0.0,0.0,0.66,32473.0,6742.0,True,0.0009428571428571429
2026-08-25,701.0,0.8,0.0,0.0,0.8,11140.0,3002.0,True,0.0011412268188302425
2026-08-25,702.0,1.0,0.0,0.0,1.0,14846.0,2987.0,True,0.0014245014245014246
2026-08-25,703.0,1.2,0.0,0.0,1.2,23038.0,2556.0,True,0.0017069701280227596
2026-08-25,704.0,1.5,0.0,0.0,1.5,23533.0,2422.0,True,0.002130681818181818
2026-08-25,705.0,1.8,0.0,0.0,1.8,42084.0,6869.0,True,0.002553191489361702
2026-08-25,706.0,2.17,0.0,0.0,2.17,45506.0,12030.0,True,0.0030736543909348443
2026-08-25,707.0,2.57,0.0,0.0,2.57,55381.0,3746.0,True,0.003635077793493635
2026-08-25,708.0,3.12,0.0,0.0,3.12,55131.0,6185.0,True,0.004406779661016949
2026-08-25,709.0,3.74,0.0,0.0,3.74,19665.0,2196.0,True,0.005275035260930889
2026-08-25,710.0,4.37,0.0,0.0,4.37,10112.0,2887.0,True,0.006154929577464789
2026-08-25,711.0,5.13,0.0,0.0,5.13,4733.0,1185.0,True,0.007215189873417721
2026-08-25,712.0,5.88,0.0,0.0,5.88,1189.0,1251.0,True,0.008258426966292134
2026-08-25,713.0,6.67,0.0,0.0,6.67,990.0,977.0,True,0.00935483870967742
2026-08-25,714.0,7.5,0.0,0.0,7.5,819.0,406.0,True,0.01050420168067227
2026-08-25,715.0,8.55,0.0,0.0,8.55,718.0,534.0,True,0.011958041958041959
2026-08-25,716.0,9.45,0.0,0.0,9.45,785.0,464.0,True,0.013198324022346367
2026-08-25,717.0,10.29,0.0,0.0,10.29,266.0,41.0,True,0.014351464435146443
2026-08-25,718.0,11.45,0.0,0.0,11.45,510.0,73.0,True,0.01594707520891365
2026-08-25,719.0,12.32,0.0,0.0,12.32,160.0,12.0,True,0.017134909596662033
2026-08-25,720.0,13.31,0.0,0.0,13.31,256.0,1.0,True,0.018486111111111113
2026-08-25,721.0,14.23,0.0,0.0,14.23,29.0,2.0,True,0.019736477115117893
2026-08-25,722.0,14.67,0.0,0.0,14.67,123.0,0.0,True,0.020318559556786703
2026-08-25,723.0,16.25,0.0,0.0,16.25,337.0,3.0,True,0.02247579529737206
2026-08-25,724.0,16.38,0.0,0.0,16.38,11.0,9.0,True,0.02262430939226519
2026-08-25,725.0,18.39,0.0,0.0,18.39,127.0,1.0,True,0.02536551724137931
2026-08-25,726.0,18.04,0.0,0.0,18.04,13.0,0.0,True,0.02484848484848485
2026-08-25,727.0,18.5,0.0,0.0,18.5,8.0,1.0,True,0.02544704264099037
2026-08-25,728.0,19.68,0.0,0.0,19.68,23.0,4.0,True,0.027032967032967033
2026-08-25,729.0,22.3,0.0,0.0,22.3,13.0,1.0,True,0.030589849108367626
2026-08-25,730.0,23.5,0.0,0.0,23.5,113.0,6.0,True,0.03219178082191781
2026-08-25,731.0,27.14,0.0,0.0,27.14,4.0,0.0,True,0.03712722298221614
2026-08-25,732.0,22.95,0.0,0.0,22.95,1.0,0.0,True,0.03135245901639344
2026-08-25,733.0,21.87,0.0,0.0,21.87,2.0,0.0,True,0.02983628922237381
2026-08-25,734.0,30.32,0.0,0.0,30.32,1.0,1.0,True,0.04130790190735695
2026-08-25,735.0,28.35,0.0,0.0,28.35,63.0,0.0,True,0.038571428571428576
2026-08-25,736.0,24.39,0.0,0.0,24.39,3.0,0.0,True,0.03313858695652174
2026-08-25,737.0,20.03,0.0,0.0,20.03,160.0,0.0,True,0.02717774762550882
2026-08-25,738.0,23.99,0.0,0.0,23.99,3.0,0.0,True,0.032506775067750675
2026-08-25,739.0,32.26,0.0,0.0,32.26,1.0,0.0,True,0.04365358592692828
2026-08-25,740.0,32.99,0.0,0.0,32.99,1.0,0.0,True,0.04458108108108108
2026-08-25,741.0,21.3,0.0,0.0,21.3,0.0,0.0,True,0.02874493927125506
2026-08-25,742.0,23.59,0.0,0.0,23.59,0.0,0.0,True,0.03179245283018868
2026-08-25,743.0,14.67,0.0,0.0,14.67,0.0,0.0,True,0.0197442799461642
2026-08-25,744.0,27.24,0.0,0.0,27.24,0.0,0.0,True,0.03661290322580645
2026-08-25,745.0,33.7,0.0,0.0,33.7,6.0,0.0,True,0.04523489932885907
2026-08-25,746.0,27.85,0.0,0.0,27.85,0.0,0.0,True,0.03733243967828418
2026-08-25,749.0,17.38,0.0,0.0,17.38,0.0,0.0,True,0.023204272363150865
2026-08-25,752.0,47.93,0.0,0.0,47.93,2.0,1.0,True,0.06373670212765957
2026-08-26,510.0,0.02,0.0,0.0,0.02,7.0,7.0,True,3.9215686274509805e-05
2026-08-26,520.0,0.02,0.0,0.0,0.02,5.0,5.0,True,3.846153846153846e-05
2026-08-26,535.0,0.01,0.0,0.0,0.01,33.0,73.0,True,1.869158878504673e-05
2026-08-26,540.0,0.01,0.0,0.0,0.01,48.0,82.0,True,1.8518518518518518e-05
2026-08-26,545.0,0.01,0.0,0.0,0.01,11.0,11.0,True,1.834862385321101e-05
2026-08-26,550.0,0.01,0.0,0.0,0.01,72.0,72.0,True,1.8181818181818182e-05
2026-08-26,555.0,0.02,0.0,0.0,0.02,72.0,72.0,True,3.603603603603604e-05
2026-08-26,560.0,0.02,0.0,0.0,0.02,1.0,6.0,True,3.571428571428572e-05
2026-08-26,565.0,0.02,0.0,0.0,0.02,1.0,12.0,True,3.5398230088495574e-05
2026-08-26,570.0,0.01,0.0,0.0,0.01,39.0,39.0,True,1.7543859649122806e-05
2026-08-26,575.0,0.02,0.0,0.0,0.02,39.0,39.0,True,3.478260869565218e-05
2026-08-26,580.0,0.02,0.0,0.0,0.02,2.0,2.0,True,3.4482758620689657e-05
2026-08-26,585.0,0.01,0.0,0.0,0.01,5.0,7.0,True,1.7094017094017095e-05
2026-08-26,595.0,0.02,0.0,0.0,0.02,1.0,11.0,True,3.361344537815126e-05
2026-08-26,600.0,0.02,0.0,0.0,0.02,30.0,34.0,True,3.3333333333333335e-05
2026-08-26,605.0,0.02,0.0,0.0,0.02,5.0,17.0,True,3.305785123966942e-05
2026-08-26,610.0,0.02,0.0,0.0,0.02,4.0,7.0,True,3.278688524590164e-05
2026-08-26,615.0,0.02,0.0,0.0,0.02,2.0,8.0,True,3.2520325203252037e-05
2026-08-26,620.0,0.01,0.0,0.0,0.01,12.0,16.0,True,1.6129032258064517e-05
2026-08-26,625.0,0.06,0.0,0.0,0.06,5.0,6007.0,True,9.6e-05
2026-08-26,630.0,0.02,0.0,0.0,0.02,2.0,51.0,True,3.1746031746031745e-05
2026-08-26,635.0,0.03,0.0,0.0,0.03,5.0,25.0,True,4.724409448818897e-05
2026-08-26,640.0,0.03,0.0,0.0,0.03,21.0,88.0,True,4.6875e-05
2026-08-26,645.0,0.02,0.0,0.0,0.02,8.0,10644.0,True,3.1007751937984497e-05
2026-08-26,650.0,0.03,0.0,0.0,0.03,20.0,3334.0,True,4.615384615384615e-05
2026-08-26,655.0,0.04,0.0,0.0,0.04,9.0,215.0,True,6.106870229007633e-05
2026-08-26,660.0,0.04,0.0,0.0,0.04,154.0,293.0,True,6.0606060606060605e-05
2026-08-26,665.0,0.04,0.0,0.0,0.04,97.0,250.0,True,6.015037593984962e-05
2026-08-26,670.0,0.06,0.0,0.0,0.06,72.0,752.0,True,8.955223880597014e-05
2026-08-26,671.0,0.06,0.0,0.0,0.06,223.0,215.0,True,8.941877794336811e-05
2026-08-26,672.0,0.07,0.0,0.0,0.07,42.0,442.0,True,0.00010416666666666667
2026-08-26,673.0,0.08,0.0,0.0,0.08,50.0,265.0,True,0.00011887072808320952
2026-08-26,674.0,0.07,0.0,0.0,0.07,21.0,138.0,True,0.00010385756676557865
2026-08-26,675.0,0.07,0.0,0.0,0.07,309.0,2572.0,True,0.00010370370370370371
2026-08-26,676.0,0.09,0.0,0.0,0.09,25.0,69.0,True,0.0001331360946745562
2026-08-26,677.0,0.12,0.0,0.0,0.12,261.0,148.0,True,0.00017725258493353027
2026-08-26,678.0,0.11,0.0,0.0,0.11,138.0,1018.0,True,0.00016224188790560473
2026-08-26,679.0,0.1,0.0,0.0,0.1,354.0,449.0,True,0.0001472754050073638
2026-08-26,680.0,0.12,0.0,0.0,0.12,449.0,3338.0,True,0.0001764705882352941
2026-08-26,681.0,0.14,0.0,0.0,0.14,207.0,312.0,True,0.00020558002936857565
2026-08-26,682.0,0.18,0.0,0.0,0.18,171.0,313.0,True,0.00026392961876832845
2026-08-26,683.0,0.2,0.0,0.0,0.2,268.0,2143.0,True,0.00029282576866764275
2026-08-26,684.0,0.21,0.0,0.0,0.21,490.0,348.0,True,0.00030701754385964913
2026-08-26,685.0,0.24,0.0,0.0,0.24,1194.0,922.0,True,0.0003503649635036496
2026-08-26,686.0,0.26,0.0,0.0,0.26,453.0,406.0,True,0.00037900874635568517
2026-08-26,687.0,0.3,0.0,0.0,0.3,607.0,795.0,True,0.0004366812227074236
2026-08-26,688.0,0.33,0.0,0.0,0.33,443.0,455.0,True,0.0004796511627906977
2026-08-26,689.0,0.39,0.0,0.0,0.39,496.0,346.0,True,0.0005660377358490566
2026-08-26,690.0,0.43,0.0,0.0,0.43,1716.0,1463.0,True,0.0006231884057971014
2026-08-26,691.0,0.5,0.0,0.0,0.5,1964.0,1668.0,True,0.000723589001447178
2026-08-26,692.0,0.56,0.0,0.0,0.56,670.0,517.0,True,0.0008092485549132948
2026-08-26,693.0,0.66,0.0,0.0,0.66,759.0,641.0,True,0.0009523809523809524
2026-08-26,694.0,0.75,0.0,0.0,0.75,788.0,573.0,True,0.001080691642651297
2026-08-26,695.0,0.84,0.0,0.0,0.84,1361.0,904.0,True,0.0012086330935251798
2026-08-26,696.0,0.92,0.0,0.0,0.92,771.0,507.0,True,0.0013218390804597701
2026-08-26,697.0,1.08,0.0,0.0,1.08,1135.0,579.0,True,0.0015494978479196559
2026-08-26,698.0,1.26,0.0,0.0,1.26,2146.0,1733.0,True,0.0018051575931232091
2026-08-26,699.0,1.43,0.0,0.0,1.43,1592.0,935.0,True,0.0020457796852646638
2026-08-26,700.0,1.66,0.0,0.0,1.66,8563.0,4298.0,True,0.002371428571428571
2026-08-26,701.0,1.88,0.0,0.0,1.88,3471.0,2303.0,True,0.00268188302425107
2026-08-26,702.0,2.1,0.0,0.0,2.1,1975.0,967.0,True,0.0029914529914529917
2026-08-26,703.0,2.43,0.0,0.0,2.43,5161.0,1368.0,True,0.0034566145092460882
2026-08-26,704.0,2.79,0.0,0.0,2.79,5417.0,1636.0,True,0.003963068181818182
2026-08-26,705.0,3.12,0.0,0.0,3.12,6051.0,2761.0,True,0.004425531914893617
2026-08-26,706.0,3.52,0.0,0.0,3.52,2558.0,818.0,True,0.004985835694050991
2026-08-26,707.0,3.98,0.0,0.0,3.98,4710.0,1452.0,True,0.00562942008486563
2026-08-26,708.0,4.45,0.0,0.0,4.45,5969.0,2001.0,True,0.006285310734463277
2026-08-26,709.0,4.96,0.0,0.0,4.96,1173.0,491.0,True,0.0069957686882933705
2026-08-26,710.0,5.5,0.0,0.0,5.5,1993.0,2006.0,True,0.007746478873239437
2026-08-26,711.0,6.12,0.0,0.0,6.12,1103.0,940.0,True,0.008607594936708861
2026-08-26,712.0,6.88,0.0,0.0,6.88,499.0,838.0,True,0.009662921348314606
2026-08-26,713.0,7.47,0.0,0.0,7.47,390.0,621.0,True,0.010476858345021038
2026-08-26,714.0,8.35,0.0,0.0,8.35,993.0,855.0,True,0.01169467787114846
2026-08-26,715.0,9.25,0.0,0.0,9.25,404.0,540.0,True,0.012937062937062937
2026-08-26,716.0,9.94,0.0,0.0,9.94,74.0,356.0,True,0.013882681564245809
2026-08-26,717.0,10.9,0.0,0.0,10.9,104.0,173.0,True,0.015202231520223153
2026-08-26,718.0,11.8,0.0,0.0,11.8,162.0,255.0,True,0.016434540389972146
2026-08-26,719.0,12.48,0.0,0.0,12.48,22.0,166.0,True,0.017357440890125173
2026-08-26,720.0,12.77,0.0,0.0,12.77,152.0,1125.0,True,0.017736111111111112
2026-08-26,721.0,14.51,0.0,0.0,14.51,18.0,188.0,True,0.020124826629680997
2026-08-26,722.0,14.98,0.0,0.0,14.98,20.0,40.0,True,0.020747922437673132
2026-08-26,723.0,15.96,0.0,0.0,15.96,61.0,78.0,True,0.022074688796680498
2026-08-26,724.0,17.44,0.0,0.0,17.44,35.0,0.0,True,0.02408839779005525
2026-08-26,725.0,17.47,0.0,0.0,17.47,77.0,4.0,True,0.02409655172413793
2026-08-26,726.0,19.64,0.0,0.0,19.64,12.0,0.0,True,0.027052341597796143
2026-08-26,727.0,18.76,0.0,0.0,18.76,5.0,0.0,True,0.02580467675378267
2026-08-26,728.0,20.9,0.0,0.0,20.9,23.0,0.0,True,0.028708791208791207
2026-08-26,729.0,22.55,0.0,0.0,22.55,53.0,100.0,True,0.030932784636488343
2026-08-26,730.0,23.16,0.0,0.0,23.16,69.0,2.0,True,0.03172602739726028
2026-08-26,731.0,23.33,0.0,0.0,23.33,7.0,0.0,True,0.03191518467852257
2026-08-26,732.0,18.69,0.0,0.0,18.69,1.0,1.0,True,0.025532786885245903
2026-08-26,733.0,22.5,0.0,0.0,22.5,1.0,1.0,True,0.030695770804911322
2026-08-26,734.0,19.91,0.0,0.0,19.91,5.0,0.0,True,0.027125340599455042
2026-08-26,735.0,25.59,0.0,0.0,25.59,101.0,0.0,True,0.03481632653061224
2026-08-26,736.0,7.92,0.0,0.0,7.92,0.0,0.0,True,0.010760869565217391
2026-08-26,737.0,10.85,0.0,0.0,10.85,0.0,0.0,True,0.014721845318860245
2026-08-26,738.0,27.77,0.0,0.0,27.77,2.0,0.0,True,0.037628726287262874
2026-08-26,739.0,23.41,0.0,0.0,23.41,200.0,0.0,True,0.03167794316644114
2026-08-26,740.0,30.5,0.0,0.0,30.5,4.0,0.0,True,0.04121621621621622
2026-08-26,742.0,12.22,0.0,0.0,12.22,0.0,0.0,True,0.01646900269541779
2026-08-26,744.0,28.25,0.0,0.0,28.25,2.0,0.0,True,0.03797043010752688
2026-08-26,745.0,24.99,0.0,0.0,24.99,0.0,0.0,True,0.03354362416107382
2026-08-26,748.0,37.54,0.0,0.0,37.54,2.0,0.0,True,0.05018716577540107
2026-08-26,752.0,19.87,0.0,0.0,19.87,0.0,0.0,True,0.02642287234042553
2026-08-26,755.0,23.81,0.0,0.0,23.81,0.0,0.0,True,0.0315364238410596
2026-08-27,495.0,0.01,0.0,0.0,0.01,2487.0,2522.0,True,2.0202020202020203e-05
2026-08-27,500.0,0.02,0.0,0.0,0.02,25.0,27.0,True,4e-05
2026-08-27,505.0,0.02,0.0,0.0,0.02,0.0,10.0,True,3.9603960396039605e-05
2026-08-27,525.0,0.03,0.0,0.0,0.03,0.0,46.0,True,5.714285714285714e-05
2026-08-27,530.0,0.03,0.0,0.0,0.03,1.0,11.0,True,5.660377358490566e-05
2026-08-27,535.0,0.02,0.0,0.0,0.02,1.0,1.0,True,3.738317757009346e-05
2026-08-27,540.0,0.01,0.0,0.0,0.01,1.0,2.0,True,1.8518518518518518e-05
2026-08-27,545.0,0.02,0.0,0.0,0.02,2.0,2.0,True,3.669724770642202e-05
2026-08-27,550.0,0.03,0.0,0.0,0.03,1.0,3.0,True,5.4545454545454546e-05
2026-08-27,560.0,0.04,0.0,0.0,0.04,0.0,10.0,True,7.142857142857143e-05
2026-08-27,575.0,0.01,0.0,0.0,0.01,4.0,2.0,True,1.739130434782609e-05
2026-08-27,580.0,0.02,0.0,0.0,0.02,2.0,12.0,True,3.4482758620689657e-05
2026-08-27,585.0,0.02,0.0,0.0,0.02,14.0,14.0,True,3.418803418803419e-05
2026-08-27,590.0,0.02,0.0,0.0,0.02,30.0,269.0,True,3.389830508474576e-05
2026-08-27,595.0,0.03,0.0,0.0,0.03,1.0,2.0,True,5.042016806722689e-05
2026-08-27,600.0,0.05,0.0,0.0,0.05,2.0,61.0,True,8.333333333333334e-05
2026-08-27,605.0,0.09,0.0,0.0,0.09,0.0,86.0,True,0.00014876033057851238
2026-08-27,610.0,0.08,0.0,0.0,0.08,496.0,500.0,True,0.00013114754098360657
2026-08-27,615.0,0.11,0.0,0.0,0.11,0.0,122.0,True,0.00017886178861788618
2026-08-27,620.0,0.04,0.0,0.0,0.04,1.0,566.0,True,6.451612903225807e-05
2026-08-27,625.0,0.04,0.0,0.0,0.04,16.0,180.0,True,6.4e-05
2026-08-27,630.0,0.04,0.0,0.0,0.04,14.0,183.0,True,6.349206349206349e-05
2026-08-27,635.0,0.04,0.0,0.0,0.04,19.0,3600.0,True,6.299212598425197e-05
2026-08-27,640.0,0.04,0.0,0.0,0.04,22.0,8255.0,True,6.25e-05
2026-08-27,645.0,0.06,0.0,0.0,0.06,9.0,587.0,True,9.302325581395348e-05
2026-08-27,650.0,0.05,0.0,0.0,0.05,32.0,7737.0,True,7.692307692307693e-05
2026-08-27,655.0,0.08,0.0,0.0,0.08,27.0,688.0,True,0.00012213740458015266
2026-08-27,660.0,0.09,0.0,0.0,0.09,46.0,619.0,True,0.00013636363636363637
2026-08-27,665.0,0.1,0.0,0.0,0.1,93.0,780.0,True,0.00015037593984962408
2026-08-27,668.0,0.28,0.0,0.0,0.28,5.0,5.0,True,0.00041916167664670664
2026-08-27,669.0,0.12,0.0,0.0,0.12,104.0,104.0,True,0.00017937219730941703
2026-08-27,670.0,0.18,0.0,0.0,0.18,302.0,922.0,True,0.00026865671641791044
2026-08-27,671.0,0.19,0.0,0.0,0.19,96.0,297.0,True,0.00028315946348733234
2026-08-27,672.0,0.15,0.0,0.0,0.15,161.0,434.0,True,0.0002232142857142857
2026-08-27,673.0,0.22,0.0,0.0,0.22,277.0,361.0,True,0.00032689450222882617
2026-08-27,674.0,0.22,0.0,0.0,0.22,192.0,219.0,True,0.0003264094955489614
2026-08-27,675.0,0.25,0.0,0.0,0.25,691.0,620.0,True,0.00037037037037037035
2026-08-27,676.0,0.29,0.0,0.0,0.29,216.0,284.0,True,0.00042899408284023666
2026-08-27,677.0,0.3,0.0,0.0,0.3,122.0,230.0,True,0.00044313146233382567
2026-08-27,678.0,0.33,0.0,0.0,0.33,88.0,85.0,True,0.0004867256637168142
2026-08-27,679.0,0.34,0.0,0.0,0.34,118.0,424.0,True,0.0005007363770250368
2026-08-27,680.0,0.38,0.0,0.0,0.38,576.0,4128.0,True,0.0005588235294117647
2026-08-27,681.0,0.44,0.0,0.0,0.44,82.0,184.0,True,0.0006461086637298091
2026-08-27,682.0,0.43,0.0,0.0,0.43,546.0,552.0,True,0.0006304985337243402
2026-08-27,683.0,0.49,0.0,0.0,0.49,111.0,318.0,True,0.0007174231332357248
2026-08-27,684.0,0.56,0.0,0.0,0.56,53.0,565.0,True,0.0008187134502923978
2026-08-27,685.0,0.61,0.0,0.0,0.61,345.0,2452.0,True,0.0008905109489051095
2026-08-27,686.0,0.66,0.0,0.0,0.66,145.0,299.0,True,0.0009620991253644315
2026-08-27,687.0,0.73,0.0,0.0,0.73,195.0,342.0,True,0.0010625909752547307
2026-08-27,688.0,0.81,0.0,0.0,0.81,116.0,355.0,True,0.0011773255813953489
2026-08-27,689.0,0.89,0.0,0.0,0.89,51.0,397.0,True,0.0012917271407837446
2026-08-27,690.0,1.02,0.0,0.0,1.02,509.0,2009.0,True,0.0014782608695652175
2026-08-27,691.0,1.1,0.0,0.0,1.1,157.0,267.0,True,0.0015918958031837917
2026-08-27,692.0,1.22,0.0,0.0,1.22,376.0,387.0,True,0.0017630057803468208
2026-08-27,693.0,1.35,0.0,0.0,1.35,282.0,312.0,True,0.0019480519480519483
2026-08-27,694.0,1.54,0.0,0.0,1.54,161.0,167.0,True,0.0022190201729106627
2026-08-27,695.0,1.69,0.0,0.0,1.69,727.0,1614.0,True,0.002431654676258993
2026-08-27,696.0,1.83,0.0,0.0,1.83,221.0,486.0,True,0.0026293103448275863
2026-08-27,697.0,2.03,0.0,0.0,2.03,479.0,540.0,True,0.00291248206599713
2026-08-27,698.0,2.29,0.0,0.0,2.29,1014.0,468.0,True,0.00328080229226361
2026-08-27,699.0,2.5,0.0,0.0,2.5,794.0,641.0,True,0.00357653791130186
2026-08-27,700.0,2.76,0.0,0.0,2.76,2235.0,3427.0,True,0.003942857142857143
2026-08-27,701.0,3.02,0.0,0.0,3.02,1088.0,419.0,True,0.004308131241084165
2026-08-27,702.0,3.38,0.0,0.0,3.38,1063.0,563.0,True,0.004814814814814814
2026-08-27,703.0,3.66,0.0,0.0,3.66,1450.0,1048.0,True,0.005206258890469417
2026-08-27,704.0,4.02,0.0,0.0,4.02,3683.0,1158.0,True,0.005710227272727272
2026-08-27,705.0,4.44,0.0,0.0,4.44,1571.0,1041.0,True,0.006297872340425533
2026-08-27,706.0,4.83,0.0,0.0,4.83,1234.0,861.0,True,0.006841359773371105
2026-08-27,707.0,5.27,0.0,0.0,5.27,1286.0,458.0,True,0.007454031117397454
2026-08-27,708.0,5.7,0.0,0.0,5.7,1535.0,398.0,True,0.008050847457627118
2026-08-27,709.0,6.42,0.0,0.0,6.42,799.0,392.0,True,0.009055007052186178
2026-08-27,710.0,6.6,0.0,0.0,6.6,641.0,1149.0,True,0.009295774647887323
2026-08-27,711.0,7.37,0.0,0.0,7.37,845.0,738.0,True,0.010365682137834037
2026-08-27,712.0,7.89,0.0,0.0,7.89,473.0,463.0,True,0.011081460674157302
